        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Ascent
          163.0         894.68         +16.49          88.46           17.0            202          802.4            284
          164.0         894.14         +16.46          87.55           17.0            203          807.6            284
          165.0         893.64         +16.48          87.07           17.1            203          812.4            282
          166.0         893.16         +16.47          87.22           17.1            203          817.0            281
          167.0         892.66         +16.44          87.61           17.2            203          821.8            283
          168.0         892.22         +16.38          88.46           17.2            204          826.0            286
          169.0         891.78         +16.32          89.01           17.3            204          830.2            290
          170.0         891.28         +16.27          88.38           17.3            204          835.0            295
          171.0         890.73         +16.24          88.30           17.4            204          840.2            298
          172.0         890.19         +16.20          87.84           17.4            204          845.4            300
          173.0         889.65         +16.19          88.02           17.5            205          850.6            299
          174.0         889.11         +16.16          88.02           17.5            205          855.8            296
          175.0         888.61         +16.11          88.11           17.6            205          860.6            293
          176.0         888.13         +16.09          88.15           17.6            205          865.2            292
          177.0         887.61         +16.03          87.84           17.6            205          870.2            288
          178.0         887.05         +16.02          88.26           17.7            205          875.6            286
          179.0         886.46         +15.98          88.36           17.7            206          881.2            284
          180.0         885.86         +15.94          88.34           17.7            206          887.0            280
          181.0         885.30         +15.88          88.27           17.7            206          892.4            276
          182.0         884.78         +15.82          87.81           17.8            206          897.4            272
          183.0         884.30         +15.83          86.99           17.8            206          901.9            269
          184.0         883.87         +15.83          85.87           17.8            207          906.1            266
          185.0         883.45         +15.91          84.11           17.9            207          910.1            265
          186.0         883.04         +15.91          83.67           17.9            207          914.1            263
          187.0         882.67         +15.88          84.15           17.9            207          917.7            263
          188.0         882.29         +15.86          84.05           17.9            207          921.3            262
          189.0         881.94         +15.86          84.01           17.9            208          924.7            260
          190.0         881.57         +15.85          83.08           17.9            208          928.3            257
          191.0         881.18         +15.85          82.86           18.0            208          932.1            256
          192.0         880.76         +15.85          82.86           18.0            208          936.1            255
          193.0         880.35         +15.80          83.13           18.0            208          940.1            254
          194.0         879.90         +15.79          83.41           18.0            209          944.5            257
          195.0         879.46         +15.77          83.66           18.0            209          948.7            262
          196.0         879.03         +15.72          83.71           18.0            209          952.9            267
          197.0         878.53         +15.69          83.97           18.0            209          957.7            273
          198.0         878.00         +15.65          84.07           18.0            209          962.9            278
          199.0         877.50         +15.60          84.23           18.0            210          967.7            281
          200.0         876.99         +15.54          84.57           18.0            210          972.7            283
          201.0         876.47         +15.50          84.83           18.0            210          977.7            283
          202.0         876.00         +15.45          85.11           18.0            210          982.3            283
          203.0         875.55         +15.40          85.17           17.9            210          986.7            283
          204.0         875.01         +15.39          85.29           17.9            210          991.9            280
          205.0         874.43         +15.36          85.35           17.9            210          997.5            278
          206.0         873.86         +15.33          85.32           17.9            211         1003.1            275
          207.0         873.28         +15.29          85.37           17.9            211         1008.7            270
          208.0         872.75         +15.19          85.57           17.8            211         1013.8            264
          209.0         872.28         +15.20          85.71           17.8            211         1018.4            260
          210.0         871.87         +15.19          85.71           17.8            211         1022.4            257
          211.0         871.46         +15.14          86.00           17.7            211         1026.4            254
          212.0         871.07         +15.08          86.31           17.7            211         1030.2            252
          213.0         870.66         +15.06          86.54           17.6            212         1034.2            250
          214.0         870.29         +15.03          86.61           17.6            212         1037.8            245
          215.0         869.94         +14.98          86.86           17.5            212         1041.2            238
          216.0         869.61         +14.94          87.00           17.5            212         1044.4            231
          217.0         869.29         +14.87          87.05           17.5            212         1047.6            224
          218.0         868.96         +14.88          87.12           17.4            212         1050.8            220
          219.0         868.59         +14.86          86.96           17.4            213         1054.4            218
          220.0         868.20         +14.85          86.76           17.4            213         1058.2            219
          221.0         867.77         +14.84          86.35           17.4            213         1062.4            219
          222.0         867.38         +14.81          86.33           17.3            213         1066.2            220
          223.0         867.02         +14.80          86.43           17.3            213         1069.8            220
          224.0         866.65         +14.76          86.59           17.3            213         1073.4            221
          225.0         866.30         +14.72          86.53           17.3            214         1076.8            223
          226.0         865.98         +14.70          86.54           17.3            214         1080.0            227
          227.0         865.63         +14.68          86.46           17.2            214         1083.4            230
          228.0         865.24         +14.67          86.43           17.2            214         1087.2            234
          229.0         864.83         +14.65          86.35           17.2            214         1091.2            238
          230.0         864.41         +14.64          86.27           17.2            214         1095.4            241
          231.0         864.00         +14.61          86.12           17.2            214         1099.4            243
          232.0         863.57         +14.59          85.87           17.2            214         1103.6            245
          233.0         863.16         +14.58          85.65           17.1            215         1107.6            248
          234.0         862.76         +14.57          85.27           17.1            215         1111.6            249
          235.0         862.35         +14.58          84.90           17.1            215         1115.6            250
          236.0         861.90         +14.51          84.80           17.2            215         1120.0            252
          237.0         861.46         +14.52          84.60           17.2            215         1124.3            254
          238.0         861.01         +14.54          84.05           17.2            216         1128.7            256
          239.0         860.52         +14.54          83.55           17.2            216         1133.5            256
          240.0         860.01         +14.53          83.27           17.2            216         1138.5            256
          241.0         859.53         +14.53          83.07           17.2            216         1143.3            255
          242.0         859.06         +14.49          82.88           17.2            216         1147.9            253
          243.0         858.62         +14.50          83.19           17.3            217         1152.3            252
          244.0         858.21         +14.47          83.39           17.3            217         1156.3            250
          245.0         857.83         +14.43          83.66           17.3            217         1160.1            249
          246.0         857.44         +14.41          83.86           17.3            217         1163.9            247
          247.0         857.02         +14.35          83.89           17.3            217         1168.1            245
          248.0         856.59         +14.33          84.01           17.4            217         1172.3            245
          249.0         856.17         +14.29          83.89           17.4            218         1176.5            242
          250.0         855.76         +14.28          83.81           17.4            218         1180.5            239
          251.0         855.38         +14.26          83.49           17.5            218         1184.3            236
          252.0         855.02         +14.24          83.50           17.5            218         1187.9            233
          253.0         854.65         +14.24          83.22           17.5            218         1191.5            230
          254.0         854.31         +14.23          82.95           17.6            218         1194.9            228
          255.0         853.95         +14.22          82.72           17.6            218         1198.5            228
          256.0         853.56         +14.19          82.64           17.7            218         1202.3            227
          257.0         853.18         +14.18          82.50           17.7            218         1206.1            226
          258.0         852.76         +14.15          82.60           17.7            218         1210.3            224
          259.0         852.36         +14.12          82.70           17.8            218         1214.3            223
          260.0         851.97         +14.07          82.95           17.9            219         1218.1            221
          261.0         851.59         +14.03          83.11           17.9            219         1221.9            221
          262.0         851.23         +13.99          83.22           18.0            219         1225.5            221
          263.0         850.89         +13.98          83.17           18.0            219         1228.8            222
          264.0         850.53         +13.95          83.18           18.1            219         1232.4            225
          265.0         850.16         +13.92          83.35           18.1            219         1236.0            229
          266.0         849.81         +13.88          83.52           18.2            219         1239.6            230
          267.0         849.43         +13.79          83.59           18.2            219         1243.3            232
          268.0         849.06         +13.82          83.59           18.2            219         1247.0            232
          269.0         848.68         +13.79          83.28           18.3            220         1250.8            231
          270.0         848.34         +13.79          83.03           18.3            220         1254.2            231
          271.0         847.97         +13.76          83.00           18.3            220         1257.8            232
          272.0         847.61         +13.75          83.08           18.4            220         1261.4            234
          273.0         847.21         +13.73          83.10           18.4            220         1265.4            237
          274.0         846.77         +13.71          83.18           18.4            220         1269.8            238
          275.0         846.29         +13.65          83.49           18.5            220         1274.6            238
          276.0         845.85         +13.60          83.41           18.5            220         1279.0            238
          277.0         845.41         +13.56          83.16           18.5            220         1283.4            237
          278.0         845.01         +13.56          82.64           18.5            220         1287.4            236
          279.0         844.63         +13.56          82.12           18.6            220         1291.2            235
          280.0         844.25         +13.56          81.50           18.6            220         1295.0            235
          281.0         843.83         +13.57          80.72           18.7            220         1299.2            234
          282.0         843.41         +13.59          79.72           18.7            221         1303.4            233
          283.0         842.99         +13.61          79.19           18.7            221         1307.6            232
          284.0         842.59         +13.63          79.08           18.8            221         1311.6            230
          285.0         842.21         +13.61          79.01           18.8            221         1315.4            227
          286.0         841.86         +13.58          79.40           18.9            221         1319.0            227
          287.0         841.52         +13.53          79.60           18.9            221         1322.4            227
          288.0         841.18         +13.52          79.74           18.9            221         1325.8            230
          289.0         840.84         +13.50          79.71           19.0            221         1329.2            233
          290.0         840.52         +13.47          79.87           19.0            221         1332.3            235
          291.0         840.18         +13.44          79.88           19.0            221         1335.7            235
          292.0         839.84         +13.41          79.91           19.0            221         1339.1            235
          293.0         839.49         +13.39          79.94           19.0            221         1342.7            235
          294.0         839.13         +13.37          80.03           19.1            222         1346.3            236
          295.0         838.73         +13.33          80.20           19.1            222         1350.3            237
          296.0         838.31         +13.30          80.35           19.1            222         1354.5            239
          297.0         837.86         +13.26          80.50           19.1            222         1359.1            242
          298.0         837.38         +13.23          80.43           19.1            222         1363.9            244
          299.0         836.90         +13.20          80.30           19.1            222         1368.7            245
          300.0         836.45         +13.17          80.52           19.1            222         1373.3            247
          301.0         836.03         +13.13          80.35           19.1            222         1377.5            248
          302.0         835.62         +13.09          80.39           19.1            222         1381.7            248
          303.0         835.20         +13.08          79.98           19.1            222         1385.9            248
          304.0         834.78         +13.07          79.53           19.1            222         1390.1            248
          305.0         834.37         +13.05          79.09           19.1            222         1394.3            247
          306.0         833.93         +13.04          78.78           19.1            222         1398.7            246
          307.0         833.52         +13.03          78.28           19.1            222         1402.9            244
          308.0         833.12         +13.06          77.54           19.1            222         1406.9            242
          309.0         832.73         +13.06          77.17           19.1            222         1410.9            239
          310.0         832.35         +13.03          77.50           19.2            222         1414.7            236
          311.0         832.00         +12.99          77.72           19.2            222         1418.3            235
          312.0         831.64         +12.97          77.68           19.2            222         1421.9            235
          313.0         831.30         +12.96          77.45           19.2            222         1425.3            236
          314.0         830.95         +12.93          77.60           19.2            222         1428.8            236
          315.0         830.58         +12.89          77.75           19.2            223         1432.6            238
          316.0         830.20         +12.85          78.02           19.2            223         1436.5            240
          317.0         829.82         +12.81          78.20           19.2            223         1440.3            242
          318.0         829.42         +12.78          78.47           19.2            223         1444.4            244
          319.0         829.04         +12.75          78.55           19.2            223         1448.2            245
          320.0         828.68         +12.67          78.74           19.2            223         1451.8            245
          321.0         828.29         +12.67          78.90           19.1            223         1455.8            245
          322.0         827.88         +12.63          78.60           19.1            223         1460.0            245
          323.0         827.44         +12.61          78.65           19.0            223         1464.4            245
          324.0         827.01         +12.58          78.49           19.0            223         1468.8            245
          325.0         826.54         +12.54          78.72           18.9            223         1473.6            244
          326.0         826.05         +12.50          78.70           18.8            223         1478.6            242
          327.0         825.58         +12.46          78.73           18.8            223         1483.4            241
          328.0         825.13         +12.45          78.70           18.7            223         1488.0            241
          329.0         824.70         +12.40          78.51           18.6            223         1492.4            243
          330.0         824.30         +12.39          78.39           18.5            223         1496.4            245
          331.0         823.95         +12.36          78.51           18.4            223         1500.0            248
          332.0         823.60         +12.35          78.38           18.3            223         1503.6            252
          333.0         823.27         +12.35          77.73           18.2            223         1507.0            254
          334.0         822.93         +12.33          77.16           18.1            223         1510.4            256
          335.0         822.60         +12.31          75.75           18.0            223         1513.8            255
          336.0         822.27         +12.35          72.96           17.9            223         1517.2            253
          337.0         821.93         +12.47          69.24           17.8            223         1520.6            251
          338.0         821.54         +12.58          66.43           17.7            223         1524.5            249
          339.0         821.11         +12.70          65.11           17.6            223         1529.0            247
          340.0         820.67         +12.78          63.52           17.5            223         1533.5            247
          341.0         820.18         +12.82          62.16           17.4            223         1538.6            247
          342.0         819.65         +12.87          60.12           17.3            223         1543.9            248
          343.0         819.15         +12.93          57.13           17.2            223         1549.0            247
          344.0         818.68         +13.11          53.57           17.1            223         1553.9            245
          345.0         818.23         +13.25          50.37           17.0            223         1558.5            245
          346.0         817.80         +13.31          47.95           16.9            223         1562.9            245
          347.0         817.42         +13.37          45.20           16.8            223         1566.9            245
          348.0         817.03         +13.58          40.18           16.7            223         1570.9            244
          349.0         816.66         +13.74          35.37           16.6            223         1574.7            241
          350.0         816.29         +13.99          31.46           16.5            223         1578.5            239
          351.0         815.92         +14.25          28.85           16.4            223         1582.3            235
          352.0         815.55         +14.37          27.57           16.3            223         1586.2            230
          353.0         815.27         +14.47          27.80           16.2            223         1589.1            228
          354.0         814.98         +14.52          27.57           16.1            223         1592.1            226
          355.0         814.67         +14.58          27.60           16.0            223         1595.3            224
          356.0         814.34         +14.63          27.31           15.9            223         1598.7            223
          357.0         814.01         +14.63          27.40           15.8            223         1602.1            223
          358.0         813.67         +14.64          27.57           15.7            223         1605.7            222
          359.0         813.32         +14.64          27.52           15.6            223         1609.3            220
          360.0         812.95         +14.62          27.62           15.5            223         1613.1            218
          361.0         812.59         +14.58          27.62           15.5            223         1616.8            217
          362.0         812.22         +14.56          27.40           15.4            223         1620.6            215
          363.0         811.82         +14.54          26.72           15.3            223         1624.8            216
          364.0         811.42         +14.52          25.79           15.3            224         1629.0            217
          365.0         811.01         +14.60          24.07           15.2            224         1633.2            218
          366.0         810.63         +14.71          22.30           15.2            224         1637.2            218
          367.0         810.26         +14.79          20.72           15.2            224         1641.0            219
          368.0         809.92         +14.87          20.10           15.1            224         1644.6            218
