        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Ascent
          388.0         803.24         +14.63          21.89           15.2            226         1714.5            229
          389.0         802.90         +14.60          21.54           15.2            227         1718.1            231
          390.0         802.52         +14.57          21.46           15.2            227         1722.1            233
          391.0         802.14         +14.54          21.53           15.2            227         1726.1            234
          392.0         801.76         +14.51          21.50           15.2            227         1730.1            235
          393.0         801.40         +14.48          21.45           15.3            228         1733.9            236
          394.0         801.02         +14.44          21.49           15.3            228         1737.9            238
          395.0         800.64         +14.40          21.35           15.3            228         1741.9            239
          396.0         800.26         +14.37          21.08           15.3            228         1745.9            242
          397.0         799.84         +14.33          20.69           15.3            228         1750.3            243
          398.0         799.42         +14.30          20.46           15.3            228         1754.7            244
          399.0         799.02         +14.27          20.18           15.3            229         1758.9            246
          400.0         798.63         +14.24          19.73           15.3            229         1763.1            247
          401.0         798.25         +14.21          19.07           15.4            229         1767.1            247
          402.0         797.87         +14.18          18.38           15.4            229         1771.1            248
          403.0         797.49         +14.16          17.53           15.4            229         1775.1            248
          404.0         797.09         +14.15          17.10           15.4            229         1779.3            249
          405.0         796.72         +14.13          16.92           15.4            230         1783.3            249
          406.0         796.30         +14.11          17.00           15.4            230         1787.7            248
          407.0         795.92         +14.07          17.55           15.4            230         1791.7            247
          408.0         795.53         +14.01          18.53           15.4            230         1795.8            245
          409.0         795.13         +14.00          19.34           15.4            230         1800.0            244
          410.0         794.73         +13.97          19.95           15.4            230         1804.2            243
          411.0         794.34         +13.93          20.40           15.4            231         1808.4            244
          412.0         793.94         +13.88          20.59           15.4            231         1812.6            245
          413.0         793.56         +13.87          20.79           15.4            231         1816.6            247
          414.0         793.17         +13.84          20.63           15.4            231         1820.8            247
          415.0         792.79         +13.80          20.75           15.5            231         1824.8            247
          416.0         792.43         +13.76          20.86           15.5            231         1828.6            247
          417.0         792.08         +13.73          20.91           15.5            232         1832.4            247
          418.0         791.72         +13.67          21.11           15.5            232         1836.2            247
          419.0         791.36         +13.67          21.33           15.6            232         1840.0            246
          420.0         790.99         +13.65          21.32           15.6            232         1844.0            245
          421.0         790.59         +13.60          21.44           15.6            232         1848.2            244
          422.0         790.16         +13.58          21.38           15.6            232         1852.8            244
          423.0         789.75         +13.55          21.38           15.6            232         1857.2            242
          424.0         789.35         +13.50          21.39           15.7            232         1861.4            241
          425.0         788.96         +13.48          21.05           15.7            232         1865.6            240
          426.0         788.57         +13.45          20.45           15.7            232         1869.8            240
          427.0         788.19         +13.44          19.71           15.7            232         1873.8            239
          428.0         787.80         +13.43          19.16           15.7            233         1878.0            239
          429.0         787.42         +13.42          18.71           15.7            233         1881.9            238
          430.0         787.05         +13.40          18.07           15.7            233         1885.9            238
          431.0         786.69         +13.39          17.49           15.7            233         1889.7            235
          432.0         786.32         +13.36          17.25           15.7            233         1893.7            232
          433.0         785.98         +13.35          16.86           15.8            233         1897.3            231
          434.0         785.63         +13.33          16.52           15.8            233         1901.1            231
          435.0         785.29         +13.31          16.48           15.8            233         1904.7            231
          436.0         784.93         +13.28          16.48           15.8            233         1908.5            232
          437.0         784.62         +13.26          16.34           15.8            233         1911.9            232
          438.0         784.26         +13.24          16.49           15.8            233         1915.7            231
          439.0         783.93         +13.20          16.65           15.8            233         1919.3            230
          440.0         783.57         +13.17          16.78           15.8            233         1923.1            229
          441.0         783.25         +13.14          16.78           15.8            233         1926.5            228
          442.0         782.92         +13.10          16.83           15.8            233         1930.1            227
          443.0         782.55         +13.08          16.93           15.9            233         1934.1            227
          444.0         782.16         +13.04          17.08           15.9            233         1938.3            227
          445.0         781.76         +13.00          17.32           15.9            233         1942.5            227
          446.0         781.35         +12.96          17.46           15.9            233         1946.9            229
          447.0         780.96         +12.92          17.63           15.9            233         1951.1            230
          448.0         780.61         +12.88          17.84           16.0            233         1954.9            232
          449.0         780.26         +12.84          18.03           16.0            233         1958.7            232
          450.0         779.92         +12.80          18.03           16.0            233         1962.3            233
          451.0         779.61         +12.76          18.10           16.0            233         1965.7            234
          452.0         779.27         +12.73          17.92           16.0            233         1969.2            236
          453.0         778.94         +12.71          17.99           16.0            233         1972.8            236
          454.0         778.58         +12.68          17.94           16.0            233         1976.6            236
          455.0         778.23         +12.65          18.20           16.0            233         1980.4            237
          456.0         777.84         +12.62          18.60           16.0            233         1984.6            237
          457.0         777.47         +12.57          19.24           16.0            233         1988.6            238
          458.0         777.08         +12.54          19.77           16.0            233         1992.8            240
          459.0         776.73         +12.49          20.05           16.0            233         1996.6            242
          460.0         776.36         +12.44          20.63           16.0            233         2000.6            246
          461.0         776.01         +12.39          20.92           16.0            233         2004.4            250
          462.0         775.62         +12.36          21.08           16.0            233         2008.6            253
          463.0         775.25         +12.32          21.09           16.0            233         2012.6            256
          464.0         774.84         +12.29          21.32           16.0            233         2017.0            256
          465.0         774.43         +12.24          21.27           16.0            233         2021.4            256
          466.0         774.03         +12.20          21.32           15.9            233         2025.8            255
          467.0         773.62         +12.16          21.25           15.9            233         2030.2            254
          468.0         773.20         +12.13          20.58           15.9            233         2034.8            253
          469.0         772.77         +12.09          19.48           15.9            233         2039.4            253
          470.0         772.33         +12.10          17.52           15.8            233         2044.2            253
          471.0         771.89         +12.09          15.44           15.8            233         2048.9            254
          472.0         771.46         +12.06          16.39           15.8            233         2053.5            253
          473.0         771.06         +12.02          16.99           15.8            233         2057.9            253
          474.0         770.69         +11.98          17.00           15.8            233         2061.9            253
          475.0         770.34         +11.95          16.32           15.7            233         2065.7            253
          476.0         769.99         +11.96          15.08           15.7            232         2069.5            254
          477.0         769.64         +11.94          15.09           15.7            232         2073.3            256
          478.0         769.29         +11.91          15.26           15.6            232         2077.1            257
          479.0         768.94         +11.89          15.30           15.6            232         2080.9            259
          480.0         768.57         +11.86          15.28           15.6            232         2084.9            258
          481.0         768.20         +11.78          15.52           15.6            232         2088.9            256
          482.0         767.84         +11.77          15.68           15.6            232         2092.9            254
          483.0         767.47         +11.75          15.07           15.6            232         2096.9            254
          484.0         767.06         +11.73          14.83           15.6            231         2101.3            253
          485.0         766.66         +11.69          14.83           15.6            231         2105.7            254
          486.0         766.22         +11.65          14.96           15.6            231         2110.5            254
          487.0         765.76         +11.60          15.03           15.5            231         2115.5            255
          488.0         765.30         +11.55          15.17           15.5            231         2120.5            255
          489.0         764.85         +11.50          15.19           15.5            231         2125.5            256
          490.0         764.43         +11.44          15.20           15.5            231         2130.0            256
          491.0         764.04         +11.40          15.21           15.5            231         2134.2            257
          492.0         763.67         +11.36          15.24           15.4            231         2138.2            257
          493.0         763.29         +11.33          15.29           15.4            231         2142.4            257
          494.0         762.94         +11.28          15.35           15.4            231         2146.2            255
          495.0         762.58         +11.24          15.43           15.4            231         2150.2            253
          496.0         762.21         +11.20          15.35           15.4            230         2154.2            249
          497.0         761.85         +11.16          15.41           15.4            230         2158.2            245
          498.0         761.50         +11.12          15.47           15.4            230         2162.0            240
          499.0         761.13         +11.09          15.54           15.3            230         2166.0            236
          500.0         760.75         +11.05          15.45           15.3            230         2170.2            233
          501.0         760.37         +11.01          15.51           15.3            230         2174.4            231
          502.0         760.00         +10.98          15.57           15.3            230         2178.4            230
          503.0         759.64         +10.94          15.64           15.2            230         2182.4            229
          504.0         759.29         +10.91          15.50           15.2            230         2186.2            230
          505.0         758.96         +10.87          15.51           15.2            230         2189.8            230
          506.0         758.64         +10.83          15.51           15.2            230         2193.4            230
          507.0         758.31         +10.80          15.50           15.2            230         2197.0            230
          508.0         758.00         +10.79          15.49           15.2            230         2200.4            230
          509.0         757.67         +10.77          15.48           15.3            230         2204.0            229
          510.0         757.34         +10.73          15.53           15.3            230         2207.6            228
          511.0         757.02         +10.66          15.59           15.3            230         2211.1            227
          512.0         756.69         +10.66          15.66           15.3            229         2214.7            227
          513.0         756.33         +10.63          15.77           15.3            229         2218.7            227
          514.0         755.96         +10.58          15.68           15.3            229         2222.7            228
          515.0         755.60         +10.54          15.80           15.3            229         2226.7            229
          516.0         755.24         +10.51          15.94           15.3            229         2230.7            230
          517.0         754.87         +10.47          15.91           15.3            229         2234.7            232
          518.0         754.53         +10.43          16.10           15.3            229         2238.5            232
          519.0         754.18         +10.39          16.12           15.3            229         2242.3            233
          520.0         753.84         +10.35          16.32           15.3            229         2246.1            233
          521.0         753.50         +10.31          16.37           15.3            229         2249.9            233
          522.0         753.13         +10.27          16.42           15.2            229         2253.9            235
          523.0         752.75         +10.24          16.53           15.2            229         2258.1            235
          524.0         752.39         +10.21          16.89           15.2            229         2262.1            235
          525.0         752.03         +10.16          17.16           15.2            229         2266.1            236
          526.0         751.67         +10.13          17.43           15.1            229         2270.1            236
          527.0         751.31         +10.10          17.25           15.1            229         2274.1            236
          528.0         750.98         +10.07          17.31           15.1            228         2277.7            236
          529.0         750.64         +10.03          17.14           15.1            228         2281.5            238
          530.0         750.31          +9.99          17.28           15.0            228         2285.1            239
          531.0         749.97          +9.97          17.25           15.0            228         2288.8            241
          532.0         749.61          +9.92          17.38           15.0            228         2292.8            240
          533.0         749.23          +9.89          17.35           15.0            228         2297.0            239
          534.0         748.87          +9.85          17.48           15.0            228         2301.0            238
          535.0         748.49          +9.81          17.41           15.0            228         2305.2            237
          536.0         748.13          +9.76          17.49           15.0            228         2309.2            236
          537.0         747.77          +9.72          17.40           14.9            228         2313.2            236
          538.0         747.41          +9.69          17.46           14.9            228         2317.2            236
          539.0         747.01          +9.64          17.53           14.9            228         2321.6            236
          540.0         746.63          +9.60          17.66           15.0            228         2325.8            238
          541.0         746.26          +9.55          17.58           15.0            228         2330.0            239
          542.0         745.91          +9.51          17.69           15.0            228         2333.8            239
          543.0         745.55          +9.49          17.82           15.0            228         2337.8            239
          544.0         745.23          +9.45          17.73           15.0            228         2341.4            241
          545.0         744.91          +9.41          17.87           15.0            228         2345.0            243
          546.0         744.58          +9.37          17.78           15.0            228         2348.6            245
          547.0         744.22          +9.34          17.85           15.0            228         2352.6            247
          548.0         743.88          +9.28          17.93           15.0            228         2356.4            248
          549.0         743.54          +9.27          17.83           15.0            228         2360.2            247
          550.0         743.17          +9.23          17.88           15.0            228         2364.3            246
          551.0         742.79          +9.20          17.95           14.9            228         2368.5            245
          552.0         742.43          +9.15          18.03           14.9            228         2372.5            247
          553.0         742.05          +9.11          17.93           14.9            228         2376.7            247
          554.0         741.64          +9.08          17.99           14.9            228         2381.3            249
          555.0         741.21          +9.04          18.01           14.9            228         2386.1            251
          556.0         740.80          +8.99          18.03           14.9            229         2390.7            254
          557.0         740.39          +8.97          17.75           14.9            229         2395.3            254
          558.0         740.00          +8.93          17.61           14.9            229         2399.7            256
          559.0         739.62          +8.89          17.69           14.9            229         2403.9            256
          560.0         739.28          +8.85          17.61           14.9            229         2407.7            255
          561.0         738.92          +8.82          17.77           14.9            229         2411.7            254
          562.0         738.55          +8.79          17.77           14.9            229         2415.9            253
          563.0         738.17          +8.76          17.76           14.9            230         2420.1            252
          564.0         737.80          +8.72          17.76           14.9            230         2424.3            250
          565.0         737.41          +8.68          17.82           14.9            230         2428.7            249
          566.0         737.01          +8.64          17.94           14.9            230         2433.1            248
          567.0         736.64          +8.59          18.07           15.0            230         2437.2            249
          568.0         736.27          +8.55          18.24           15.0            231         2441.4            250
          569.0         735.91          +8.50          18.17           15.0            231         2445.4            251
          570.0         735.57          +8.44          18.03           15.1            231         2449.2            253
          571.0         735.23          +8.44          18.07           15.1            231         2453.0            254
          572.0         734.89          +8.38          18.12           15.1            231         2456.8            254
          573.0         734.56          +8.36          18.19           15.2            232         2460.6            254
          574.0         734.20          +8.33          18.31           15.2            232         2464.6            255
          575.0         733.81          +8.29          18.21           15.3            232         2469.0            257
          576.0         733.42          +8.25          18.34           15.3            232         2473.4            261
          577.0         732.99          +8.21          18.47           15.3            232         2478.2            266
          578.0         732.58          +8.17          18.38           15.3            232         2482.8            271
          579.0         732.16          +8.13          18.51           15.4            233         2487.6            277
          580.0         731.77          +8.08          18.42           15.4            233         2492.0            282
          581.0         731.38          +8.05          18.50           15.4            233         2496.4            287
          582.0         731.02          +8.00          18.58           15.4            233         2500.4            292
          583.0         730.63          +7.97          18.54           15.5            233         2504.8            296
          584.0         730.24          +7.93          18.70           15.5            233         2509.2            298
          585.0         729.78          +7.89          18.97           15.6            234         2514.3            299
          586.0         729.29          +7.85          19.31           15.7            234         2519.9            300
          587.0         728.78          +7.79          19.25           15.7            234         2525.7            299
          588.0         728.26          +7.74          19.47           15.7            234         2531.5            300
          589.0         727.73          +7.68          19.70           15.7            234         2537.5            299
          590.0         727.24          +7.62          20.01           15.7            234         2543.1            300
          591.0         726.76          +7.57          20.35           15.7            235         2548.5            302
          592.0         726.29          +7.52          20.15           15.7            235         2553.9            303
          593.0         725.83          +7.46          20.27           15.7            235         2559.1            305
          594.0         725.40          +7.42          20.10           15.7            235         2563.9            308
          595.0         725.00          +7.37          20.00           15.7            235         2568.5            307
          596.0         724.59          +7.33          20.13           15.7            235         2573.1            305
          597.0         724.17          +7.28          20.05           15.7            236         2577.9            303
          598.0         723.76          +7.24          20.21           15.7            236         2582.6            300
          599.0         723.34          +7.19          20.44           15.8            236         2587.2            294
          600.0         722.93          +7.14          20.52           15.8            236         2592.0            290
          601.0         722.49          +7.10          20.61           15.8            236         2596.9            286
          602.0         722.11          +7.05          20.60           15.9            236         2601.3            281
          603.0         721.66          +7.00          20.58           15.9            237         2606.4            277
          604.0         721.21          +6.95          20.49           15.9            237         2611.5            275
          605.0         720.76          +6.91          20.34           16.0            237         2616.6            273
          606.0         720.32          +6.88          20.69           16.0            237         2621.6            272
          607.0         719.89          +6.81          20.64           16.0            237         2626.6            271
          608.0         719.47          +6.77          20.80           16.1            237         2631.4            270
          609.0         719.12          +6.74          21.02           16.1            237         2635.4            269
          610.0         718.75          +6.69          20.84           16.2            237         2639.6            269
          611.0         718.40          +6.66          21.05           16.2            237         2643.6            269
          612.0         718.07          +6.61          21.34           16.2            237         2647.4            270
          613.0         717.73          +6.58          21.51           16.2            237         2651.2            268
          614.0         717.37          +6.54          21.46           16.3            238         2655.3            268
          615.0         717.02          +6.49          21.89           16.3            238         2659.3            268
          616.0         716.65          +6.46          22.15           16.3            238         2663.5            267
          617.0         716.27          +6.41          22.22           16.3            238         2667.9            266
          618.0         715.88          +6.38          22.34           16.3            238         2672.3            265
          619.0         715.49          +6.34          22.77           16.4            238         2676.8            266
          620.0         715.07          +6.29          23.42           16.4            238         2681.7            265
          621.0         714.64          +6.24          23.93           16.4            238         2686.5            265
          622.0         714.23          +6.18          24.12           16.4            238         2691.2            266
          623.0         713.83          +6.15          24.10           16.4            238         2695.8            268
          624.0         713.41          +6.10          23.72           16.4            238         2700.7            268
          625.0         712.97          +6.04          23.47           16.4            239         2705.7            268
          626.0         712.55          +5.99          23.03           16.4            239         2710.5            268
          627.0         712.15          +5.95          23.04           16.4            239         2715.1            266
          628.0         711.75          +5.91          23.79           16.5            239         2719.7            264
          629.0         711.39          +5.86          24.30           16.6            239         2723.8            262
          630.0         711.04          +5.82          25.15           16.6            239         2727.8            259
          631.0         710.69          +5.77          25.63           16.7            239         2731.8            255
          632.0         710.33          +5.73          25.75           16.7            239         2736.0            253
          633.0         709.96          +5.70          24.81           16.8            239         2740.2            250
          634.0         709.60          +5.65          24.71           16.9            239         2744.4            247
          635.0         709.24          +5.61          24.59           16.9            239         2748.6            244
          636.0         708.89          +5.57          24.70           17.0            239         2752.6            242
          637.0         708.56          +5.52          24.93           17.0            239         2756.4            239
          638.0         708.23          +5.51          25.55           17.1            239         2760.2            238
          639.0         707.90          +5.48          26.22           17.1            239         2764.0            236
          640.0         707.57          +5.44          27.11           17.2            239         2767.8            235
          641.0         707.24          +5.41          27.90           17.2            239         2771.6            234
          642.0         706.92          +5.37          27.82           17.2            239         2775.4            233
          643.0         706.60          +5.34          28.07           17.2            239         2779.0            231
          644.0         706.26          +5.30          28.52           17.2            239         2783.0            229
          645.0         705.91          +5.28          29.10           17.2            240         2787.0            227
          646.0         705.57          +5.24          28.52           17.2            240         2791.0            226
          647.0         705.24          +5.22          28.30           17.3            240         2794.7            224
          648.0         704.89          +5.20          27.85           17.3            240         2798.7            224
          649.0         704.57          +5.17          28.18           17.3            240         2802.5            224
          650.0         704.26          +5.14          28.34           17.3            240         2806.1            224
          651.0         703.95          +5.10          28.86           17.3            240         2809.7            225
          652.0         703.62          +5.07          29.32           17.3            240         2813.5            226
          653.0         703.31          +5.04          29.31           17.3            240         2817.1            227
          654.0         703.00          +5.01          29.72           17.3            241         2820.7            226
          655.0         702.69          +4.98          29.98           17.4            241         2824.3            226
          656.0         702.40          +4.95          29.98           17.4            241         2827.7            225
          657.0         702.10          +4.92          30.17           17.4            241         2831.1            225
          658.0         701.79          +4.88          30.66           17.4            241         2834.7            224
          659.0         701.47          +4.84          30.63           17.5            241         2838.5            224
          660.0         701.12          +4.81          30.79           17.5            241         2842.5            225
          661.0         700.78          +4.77          30.86           17.5            241         2846.5            226
          662.0         700.44          +4.72          30.92           17.6            241         2850.5            225
          663.0         700.09          +4.69          31.20           17.6            241         2854.5            226
          664.0         699.77          +4.66          31.24           17.7            242         2858.3            226
          665.0         699.44          +4.63          31.50           17.7            242         2862.0            226
          666.0         699.12          +4.60          31.42           17.7            242         2865.8            227
          667.0         698.79          +4.56          31.48           17.7            242         2869.6            228
          668.0         698.46          +4.55          31.18           17.8            242         2873.4            228
          669.0         698.14          +4.51          31.10           17.8            242         2877.2            228
          670.0         697.81          +4.47          31.37           17.8            242         2881.0            227
          671.0         697.49          +4.45          31.79           17.8            242         2884.8            227
          672.0         697.18          +4.40          32.39           17.9            242         2888.4            226
          673.0         696.85          +4.38          32.55           17.9            242         2892.2            226
          674.0         696.55          +4.35          32.57           17.9            242         2895.8            226
          675.0         696.24          +4.31          32.32           17.9            243         2899.4            226
          676.0         695.91          +4.29          31.75           18.0            243         2903.2            226
          677.0         695.59          +4.25          31.28           18.0            243         2907.0            226
          678.0         695.28          +4.23          31.13           18.0            243         2910.6            226
          679.0         694.96          +4.20          31.74           18.0            243         2914.4            226
          680.0         694.63          +4.16          32.74           18.1            243         2918.2            226
          681.0         694.31          +4.12          33.26           18.1            243         2922.0            225
          682.0         693.99          +4.08          33.56           18.2            243         2925.8            226
          683.0         693.66          +4.05          33.51           18.2            243         2929.5            226
          684.0         693.34          +4.01          33.58           18.3            243         2933.3            226
          685.0         693.01          +3.98          33.52           18.3            243         2937.1            226
          686.0         692.69          +3.95          33.21           18.3            243         2940.9            226
          687.0         692.37          +3.93          33.00           18.4            243         2944.7            226
          688.0         692.04          +3.90          32.65           18.4            243         2948.5            227
          689.0         691.72          +3.88          32.41           18.5            243         2952.3            227
          690.0         691.40          +3.85          32.20           18.5            243         2956.1            227
          691.0         691.09          +3.82          31.50           18.6            243         2959.7            228
          692.0         690.77          +3.79          30.87           18.6            243         2963.5            228
          693.0         690.45          +3.78          30.16           18.7            243         2967.3            228
          694.0         690.14          +3.75          30.49           18.7            243         2970.9            228
          695.0         689.82          +3.71          31.19           18.8            243         2974.7            228
          696.0         689.49          +3.69          31.76           18.8            243         2978.5            228
          697.0         689.17          +3.65          32.23           18.9            243         2982.3            229
          698.0         688.85          +3.61          31.98           18.9            243         2986.1            229
          699.0         688.51          +3.58          32.22           19.0            243         2990.1            230
          700.0         688.19          +3.55          32.23           19.0            243         2993.8            230
          701.0         687.85          +3.52          32.48           19.1            243         2997.8            231
          702.0         687.53          +3.48          32.52           19.1            243         3001.6            231
          703.0         687.21          +3.46          32.48           19.1            243         3005.4            231
          704.0         686.88          +3.43          32.32           19.2            243         3009.2            231
          705.0         686.56          +3.40          32.40           19.2            243         3013.0            231
          706.0         686.24          +3.39          32.19           19.2            243         3016.8            230
          707.0         685.90          +3.36          32.18           19.3            243         3020.8            229
          708.0         685.57          +3.34          32.19           19.3            243         3024.8            227
          709.0         685.23          +3.30          32.25           19.3            244         3028.8            226
          710.0         684.91          +3.27          32.33           19.4            244         3032.6            226
          711.0         684.57          +3.24          32.29           19.4            244         3036.6            225
          712.0         684.25          +3.21          32.17           19.4            244         3040.4            226
          713.0         683.93          +3.20          31.58           19.4            244         3044.2            226
          714.0         683.63          +3.17          31.07           19.5            244         3047.8            227
          715.0         683.31          +3.14          31.10           19.5            244         3051.6            228
          716.0         683.02          +3.14          30.90           19.5            244         3055.0            229
          717.0         682.73          +3.10          31.07           19.5            244         3058.4            230
          718.0         682.45          +3.08          31.05           19.5            244         3061.7            232
          719.0         682.14          +3.05          31.08           19.5            244         3065.3            233
          720.0         681.84          +3.03          31.21           19.5            244         3068.9            233
          721.0         681.52          +2.99          31.04           19.5            244         3072.7            233
          722.0         681.19          +2.97          31.19           19.5            245         3076.7            233
          723.0         680.85          +2.94          31.12           19.5            245         3080.7            234
          724.0         680.51          +2.91          30.98           19.5            245         3084.7            236
          725.0         680.16          +2.88          31.07           19.5            245         3088.9            237
          726.0         679.81          +2.85          30.92           19.5            245         3093.1            239
          727.0         679.44          +2.82          30.65           19.5            245         3097.5            242
          728.0         679.07          +2.80          30.62           19.5            245         3101.9            244
          729.0         678.70          +2.78          30.54           19.5            245         3106.3            244
          730.0         678.37          +2.74          30.00           19.5            245         3110.3            245
          731.0         678.03          +2.71          29.40           19.5            245         3114.3            246
          732.0         677.71          +2.71          27.76           19.5            245         3118.1            247
          733.0         677.38          +2.71          25.56           19.5            245         3122.1            247
          734.0         677.03          +2.75          22.94           19.5            245         3126.2            248
          735.0         676.68          +2.79          20.40           19.5            245         3130.4            250
          736.0         676.32          +2.76          20.95           19.5            245         3134.6            252
          737.0         675.97          +2.76          21.01           19.5            245         3138.8            254
          738.0         675.64          +2.75          20.88           19.5            245         3142.8            256
          739.0         675.32          +2.74          20.79           19.4            245         3146.6            257
          740.0         674.99          +2.73          20.14           19.4            245         3150.6            260
          741.0         674.66          +2.73          19.66           19.4            245         3154.6            263
          742.0         674.31          +2.70          18.82           19.4            245         3158.8            265
          743.0         673.96          +2.73          17.67           19.4            246         3163.0            266
          744.0         673.59          +2.74          15.77           19.4            246         3167.4            265
          745.0         673.21          +2.72          16.67           19.4            246         3172.0            265
          746.0         672.79          +2.68          17.15           19.4            246         3177.0            263
          747.0         672.38          +2.65          17.20           19.4            246         3182.0            263
          748.0         671.96          +2.60          17.58           19.5            246         3186.9            264
          749.0         671.55          +2.54          17.77           19.5            246         3191.9            266
          750.0         671.13          +2.50          18.14           19.5            246         3196.9            268
          751.0         670.73          +2.45          18.44           19.5            246         3201.7            269
          752.0         670.37          +2.41          18.61           19.6            246         3206.1            269
          753.0         670.00          +2.36          18.53           19.6            246         3210.5            269
          754.0         669.67          +2.32          18.77           19.6            246         3214.5            268
          755.0         669.34          +2.29          18.78           19.6            246         3218.5            266
          756.0         669.03          +2.24          18.78           19.7            246         3222.3            263
          757.0         668.68          +2.20          18.79           19.7            246         3226.5            261
          758.0         668.33          +2.17          18.87           19.7            246         3230.7            259
          759.0         667.95          +2.13          18.95           19.7            246         3235.3            257
