        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Ascent
              s            hPa             °C              %            m/s              °              m          m/min
------------------------------------------------------------------------------------------------------------------------
         1421.0         488.31         -14.91          60.51           16.8            258         5704.6            231
         1422.0         488.08         -14.90          59.40           16.9            258         5708.1            232
         1423.0         487.83         -14.88          57.73           16.8            258         5711.9            232
         1424.0         487.59         -14.86          57.35           16.8            258         5715.7            233
         1425.0         487.33         -14.86          56.87           16.8            258         5719.7            232
         1426.0         487.09         -14.86          56.43           16.8            258         5723.5            231
         1427.0         486.84         -14.87          56.82           16.8            258         5727.3            230
         1428.0         486.60         -14.89          55.85           16.8            258         5731.1            229
         1429.0         486.36         -14.90          56.11           16.8            258         5734.9            229
         1430.0         486.10         -14.89          55.71           16.8            258         5738.9            231
         1431.0         485.84         -14.89          55.14           16.8            258         5742.9            232
         1432.0         485.58         -14.89          54.60           16.8            258         5747.1            235
         1433.0         485.31         -14.92          54.99           16.7            258         5751.2            236
         1434.0         485.05         -14.94          54.81           16.7            258         5755.2            238
         1435.0         484.82         -14.97          55.43           16.7            258         5758.8            238
         1436.0         484.59         -14.99          55.62           16.7            257         5762.4            238
         1437.0         484.36         -15.02          55.01           16.7            257         5766.0            238
         1438.0         484.13         -15.04          55.17           16.6            257         5769.6            239
         1439.0         483.89         -15.07          55.67           16.6            257         5773.4            238
         1440.0         483.62         -15.11          55.63           16.6            257         5777.6            237
         1441.0         483.35         -15.14          56.37           16.6            257         5781.8            236
         1442.0         483.07         -15.18          56.69           16.5            257         5786.2            235
         1443.0         482.80         -15.22          56.25           16.5            257         5790.4            233
         1444.0         482.52         -15.26          56.24           16.5            257         5794.7            233
         1445.0         482.27         -15.29          56.20           16.5            257         5798.7            233
         1446.0         482.01         -15.32          55.35           16.5            257         5802.7            233
         1447.0         481.77         -15.33          55.03           16.5            257         5806.5            232
         1448.0         481.52         -15.37          55.52           16.4            257         5810.5            232
         1449.0         481.30         -15.40          55.63           16.4            256         5813.9            231
         1450.0         481.06         -15.43          55.56           16.4            256         5817.7            229
         1451.0         480.82         -15.47          55.33           16.4            256         5821.5            227
         1452.0         480.58         -15.49          54.73           16.4            256         5825.3            226
         1453.0         480.35         -15.49          53.07           16.3            256         5828.9            224
         1454.0         480.09         -15.50          52.61           16.3            256         5832.8            223
         1455.0         479.86         -15.51          52.33           16.3            256         5836.4            223
         1456.0         479.65         -15.52          52.83           16.3            255         5839.8            223
         1457.0         479.43         -15.53          52.92           16.3            255         5843.2            223
         1458.0         479.21         -15.56          53.09           16.2            255         5846.8            222
         1459.0         478.99         -15.57          52.78           16.2            255         5850.2            223
         1460.0         478.76         -15.60          53.46           16.2            255         5853.8            224
         1461.0         478.53         -15.62          53.55           16.1            255         5857.4            224
         1462.0         478.29         -15.65          54.62           16.1            255         5861.2            224
         1463.0         478.05         -15.68          54.45           16.1            254         5865.0            225
         1464.0         477.80         -15.71          54.46           16.1            254         5869.0            224
         1465.0         477.56         -15.74          55.27           16.1            254         5872.8            224
         1466.0         477.31         -15.78          55.66           16.0            254         5876.7            225
         1467.0         477.07         -15.81          56.25           16.0            254         5880.5            226
         1468.0         476.83         -15.84          56.17           16.0            254         5884.3            227
         1469.0         476.59         -15.87          56.73           16.0            254         5888.1            228
         1470.0         476.34         -15.90          56.51           16.0            254         5892.1            229
         1471.0         476.08         -15.93          56.10           16.0            253         5896.1            230
         1472.0         475.84         -15.96          55.49           16.0            253         5899.9            230
         1473.0         475.61         -15.98          55.50           16.0            253         5903.7            230
         1474.0         475.37         -16.01          55.38           16.0            253         5907.5            230
         1475.0         475.14         -16.03          55.21           16.0            253         5911.1            230
         1476.0         474.91         -16.06          54.86           16.0            253         5914.6            230
         1477.0         474.67         -16.08          54.27           16.0            252         5918.4            230
         1478.0         474.44         -16.10          54.13           16.0            252         5922.2            230
         1479.0         474.20         -16.11          53.01           16.1            252         5926.0            230
         1480.0         473.95         -16.13          52.16           16.1            252         5930.0            229
         1481.0         473.69         -16.15          51.00           16.1            252         5934.0            229
         1482.0         473.46         -16.18          49.90           16.1            252         5937.8            228
         1483.0         473.22         -16.19          48.61           16.1            251         5941.6            228
         1484.0         472.97         -16.21          47.90           16.1            251         5945.6            228
         1485.0         472.73         -16.23          47.19           16.1            251         5949.4            228
         1486.0         472.49         -16.26          48.35           16.1            251         5953.2            227
         1487.0         472.24         -16.29          48.42           16.2            251         5957.1            227
         1488.0         472.00         -16.32          48.65           16.2            251         5960.9            227
         1489.0         471.78         -16.35          48.93           16.2            251         5964.5            227
         1490.0         471.54         -16.38          48.38           16.2            251         5968.3            226
         1491.0         471.30         -16.41          48.01           16.2            250         5972.1            226
         1492.0         471.08         -16.43          47.41           16.2            250         5975.7            227
         1493.0         470.84         -16.46          47.65           16.2            250         5979.5            227
         1494.0         470.60         -16.48          48.12           16.2            250         5983.3            226
         1495.0         470.38         -16.50          46.88           16.2            250         5986.9            226
         1496.0         470.16         -16.53          47.16           16.2            250         5990.3            225
         1497.0         469.94         -16.55          46.92           16.2            250         5993.9            223
         1498.0         469.70         -16.58          47.05           16.3            250         5997.6            221
         1499.0         469.47         -16.60          48.42           16.3            250         6001.4            220
         1500.0         469.23         -16.63          49.48           16.3            250         6005.2            219
         1501.0         468.98         -16.66          49.96           16.3            250         6009.2            217
         1502.0         468.73         -16.67          49.55           16.3            250         6013.2            217
         1503.0         468.49         -16.67          48.94           16.3            250         6017.0            216
         1504.0         468.26         -16.67          48.32           16.3            250         6020.8            215
         1505.0         468.03         -16.69          48.34           16.3            250         6024.4            215
         1506.0         467.81         -16.71          48.43           16.3            250         6028.0            215
         1507.0         467.60         -16.74          48.73           16.3            250         6031.4            215
         1508.0         467.40         -16.76          48.37           16.2            249         6034.6            214
         1509.0         467.20         -16.78          48.67           16.2            249         6037.7            213
         1510.0         466.99         -16.81          49.13           16.2            249         6041.1            212
         1511.0         466.79         -16.84          48.78           16.2            249         6044.3            211
         1512.0         466.58         -16.87          48.40           16.2            249         6047.7            209
         1513.0         466.36         -16.90          48.86           16.1            249         6051.3            209
         1514.0         466.15         -16.93          48.52           16.1            249         6054.7            208
         1515.0         465.92         -16.96          48.82           16.1            249         6058.3            208
         1516.0         465.71         -17.00          48.46           16.1            249         6061.7            208
         1517.0         465.49         -17.03          47.94           16.0            249         6065.3            209
         1518.0         465.28         -17.06          48.22           16.0            249         6068.7            211
         1519.0         465.06         -17.11          48.37           16.0            249         6072.3            212
         1520.0         464.85         -17.14          47.63           15.9            249         6075.7            211
         1521.0         464.61         -17.17          47.69           15.9            250         6079.4            212
         1522.0         464.40         -17.20          46.94           15.9            250         6082.8            211
         1523.0         464.18         -17.24          47.70           15.8            250         6086.4            211
         1524.0         463.97         -17.27          48.01           15.8            250         6089.8            211
         1525.0         463.74         -17.31          47.44           15.8            250         6093.6            211
         1526.0         463.51         -17.34          47.57           15.7            250         6097.2            212
         1527.0         463.28         -17.38          47.89           15.7            250         6101.0            212
         1528.0         463.06         -17.42          47.33           15.6            250         6104.6            213
         1529.0         462.84         -17.46          47.43           15.6            250         6108.2            214
         1530.0         462.64         -17.48          47.54           15.6            250         6111.4            214
         1531.0         462.43         -17.51          46.76           15.5            250         6114.8            214
         1532.0         462.23         -17.55          46.85           15.5            250         6117.9            214
         1533.0         462.02         -17.58          47.13           15.5            250         6121.3            214
         1534.0         461.80         -17.62          47.60           15.4            250         6124.9            213
         1535.0         461.58         -17.66          48.48           15.4            250         6128.5            212
         1536.0         461.36         -17.69          48.87           15.4            250         6132.1            212
         1537.0         461.12         -17.73          49.43           15.3            250         6135.9            212
         1538.0         460.90         -17.76          50.23           15.3            250         6139.5            212
         1539.0         460.67         -17.79          50.34           15.3            250         6143.3            213
         1540.0         460.45         -17.83          50.49           15.3            250         6146.9            215
         1541.0         460.23         -17.87          50.60           15.3            250         6150.5            217
         1542.0         460.02         -17.90          50.71           15.2            250         6153.9            218
         1543.0         459.80         -17.93          50.83           15.2            250         6157.4            220
         1544.0         459.60         -17.98          50.94           15.2            250         6160.6            220
         1545.0         459.38         -18.02          51.06           15.2            250         6164.2            221
         1546.0         459.17         -18.05          51.19           15.2            250         6167.6            221
         1547.0         458.94         -18.08          51.26           15.2            250         6171.4            220
         1548.0         458.72         -18.11          51.38           15.2            250         6175.0            219
         1549.0         458.47         -18.16          51.53           15.2            250         6179.0            218
         1550.0         458.24         -18.19          51.68           15.1            250         6182.8            218
         1551.0         458.00         -18.23          51.63           15.1            250         6186.8            218
         1552.0         457.76         -18.27          51.36           15.2            250         6190.6            219
         1553.0         457.52         -18.29          50.46           15.2            250         6194.6            219
         1554.0         457.30         -18.30          49.06           15.2            250         6198.1            220
         1555.0         457.07         -18.30          48.20           15.2            250         6201.9            220
         1556.0         456.85         -18.32          47.13           15.2            250         6205.5            221
         1557.0         456.64         -18.35          47.70           15.2            250         6208.9            220
         1558.0         456.43         -18.37          47.77           15.2            250         6212.3            221
         1559.0         456.21         -18.40          47.88           15.2            250         6215.9            220
         1560.0         456.00         -18.43          48.21           15.3            250         6219.3            220
         1561.0         455.79         -18.47          48.71           15.3            250         6222.9            218
         1562.0         455.55         -18.50          48.50           15.3            250         6226.7            217
         1563.0         455.33         -18.53          49.24           15.3            250         6230.3            215
         1564.0         455.13         -18.57          49.23           15.3            250         6233.7            215
         1565.0         454.90         -18.60          49.22           15.4            250         6237.4            215
         1566.0         454.68         -18.62          49.40           15.4            250         6241.0            214
         1567.0         454.46         -18.66          49.63           15.4            250         6244.6            215
         1568.0         454.23         -18.69          49.84           15.4            250         6248.4            215
         1569.0         454.00         -18.72          50.25           15.4            250         6252.2            215
         1570.0         453.78         -18.76          49.77           15.4            250         6255.8            216
         1571.0         453.56         -18.80          50.20           15.5            250         6259.4            217
         1572.0         453.35         -18.83          50.88           15.5            250         6262.8            217
         1573.0         453.15         -18.86          50.76           15.5            250         6266.2            217
         1574.0         452.93         -18.89          51.41           15.5            250         6269.8            217
         1575.0         452.71         -18.93          51.32           15.6            250         6273.4            217
         1576.0         452.50         -18.96          51.23           15.6            250         6276.7            217
         1577.0         452.28         -18.99          50.92           15.6            250         6280.3            217
         1578.0         452.07         -19.02          51.74           15.6            250         6283.9            217
         1579.0         451.85         -19.06          51.63           15.7            250         6287.5            217
         1580.0         451.63         -19.09          51.78           15.7            250         6291.1            218
         1581.0         451.40         -19.13          52.85           15.7            251         6294.9            218
         1582.0         451.17         -19.16          52.23           15.8            251         6298.7            219
         1583.0         450.95         -19.20          53.13           15.8            251         6302.3            220
         1584.0         450.74         -19.23          52.29           15.8            251         6305.9            220
         1585.0         450.52         -19.26          52.17           15.8            251         6309.5            220
         1586.0         450.29         -19.30          52.09           15.9            251         6313.2            221
         1587.0         450.07         -19.33          52.94           15.9            251         6316.8            221
         1588.0         449.84         -19.37          53.02           15.9            251         6320.6            222
         1589.0         449.61         -19.40          52.93           16.0            251         6324.4            221
         1590.0         449.38         -19.44          52.83           16.0            251         6328.2            221
         1591.0         449.17         -19.47          52.74           16.0            251         6331.8            220
         1592.0         448.94         -19.50          52.66           16.0            251         6335.6            220
         1593.0         448.72         -19.54          53.72           16.0            251         6339.2            219
         1594.0         448.49         -19.58          54.03           16.1            251         6343.0            219
         1595.0         448.27         -19.61          54.36           16.1            251         6346.6            219
         1596.0         448.05         -19.64          54.90           16.1            251         6350.4            219
         1597.0         447.83         -19.68          54.68           16.1            251         6353.9            219
         1598.0         447.60         -19.71          55.43           16.1            251         6357.7            219
         1599.0         447.40         -19.75          56.22           16.1            251         6361.1            218
         1600.0         447.18         -19.77          56.22           16.1            251         6364.7            218
         1601.0         446.97         -19.80          55.99           16.1            251         6368.1            217
         1602.0         446.76         -19.84          55.78           16.2            251         6371.7            217
         1603.0         446.55         -19.86          56.57           16.2            251         6375.1            216
         1604.0         446.34         -19.90          56.31           16.2            252         6378.7            215
         1605.0         446.12         -19.93          57.31           16.2            252         6382.3            215
         1606.0         445.89         -19.96          57.30           16.2            252         6386.1            214
         1607.0         445.68         -20.00          57.31           16.2            252         6389.7            214
         1608.0         445.45         -20.03          58.08           16.2            252         6393.4            213
         1609.0         445.24         -20.06          56.85           16.2            252         6397.0            214
         1610.0         445.02         -20.08          57.17           16.2            252         6400.6            214
         1611.0         444.82         -20.11          56.22           16.2            252         6404.0            214
         1612.0         444.60         -20.13          55.88           16.3            252         6407.6            215
         1613.0         444.40         -20.14          55.06           16.3            252         6411.0            216
         1614.0         444.18         -20.17          53.86           16.3            252         6414.6            216
         1615.0         443.98         -20.19          53.21           16.3            252         6418.0            216
         1616.0         443.76         -20.22          52.11           16.2            252         6421.6            215
         1617.0         443.56         -20.23          51.74           16.3            252         6425.0            215
         1618.0         443.35         -20.25          51.34           16.3            253         6428.5            214
         1619.0         443.13         -20.27          50.80           16.2            253         6432.1            214
         1620.0         442.92         -20.29          51.26           16.3            253         6435.7            214
         1621.0         442.70         -20.32          50.95           16.3            253         6439.3            214
         1622.0         442.47         -20.35          50.63           16.3            253         6443.1            214
         1623.0         442.25         -20.38          51.52           16.3            253         6446.9            214
         1624.0         442.03         -20.41          51.65           16.3            253         6450.5            213
         1625.0         441.82         -20.45          51.78           16.3            253         6454.1            213
         1626.0         441.60         -20.48          51.94           16.3            253         6457.7            213
         1627.0         441.40         -20.50          51.26           16.3            253         6461.1            213
         1628.0         441.20         -20.53          51.38           16.3            253         6464.5            213
         1629.0         440.99         -20.56          51.75           16.3            253         6468.0            212
         1630.0         440.77         -20.59          52.11           16.3            253         6471.6            212
         1631.0         440.57         -20.62          51.66           16.4            253         6475.0            211
         1632.0         440.36         -20.65          52.25           16.4            253         6478.6            209
         1633.0         440.15         -20.68          52.04           16.4            253         6482.0            208
         1634.0         439.95         -20.71          52.62           16.4            253         6485.4            207
         1635.0         439.75         -20.75          52.19           16.5            253         6488.8            207
         1636.0         439.54         -20.77          51.32           16.5            254         6492.4            208
         1637.0         439.34         -20.79          49.71           16.5            254         6495.8            208
         1638.0         439.12         -20.81          48.42           16.6            254         6499.4            209
         1639.0         438.92         -20.82          46.64           16.6            254         6502.8            209
         1640.0         438.72         -20.83          45.81           16.6            254         6506.1            209
         1641.0         438.53         -20.85          46.32           16.7            254         6509.3            209
         1642.0         438.33         -20.87          47.36           16.7            254         6512.7            209
         1643.0         438.14         -20.89          49.10           16.7            254         6515.9            209
         1644.0         437.94         -20.92          49.45           16.8            254         6519.3            210
         1645.0         437.73         -20.95          50.28           16.8            254         6522.9            211
         1646.0         437.50         -20.98          51.55           16.8            254         6526.7            210
         1647.0         437.29         -21.01          52.28           16.9            255         6530.3            210
         1648.0         437.06         -21.04          53.27           16.9            255         6534.1            209
         1649.0         436.85         -21.07          52.29           16.9            255         6537.7            209
         1650.0         436.65         -21.10          49.46           17.0            255         6541.1            209
         1651.0         436.45         -21.08          44.42           17.0            255         6544.4            210
         1652.0         436.24         -21.06          36.67           17.0            255         6548.0            211
         1653.0         436.03         -21.05          31.51           17.1            255         6551.6            212
         1654.0         435.81         -21.05          27.70           17.1            255         6555.2            212
         1655.0         435.60         -21.05          23.32           17.1            255         6558.8            211
         1656.0         435.40         -21.04          19.71           17.1            255         6562.2            210
         1657.0         435.20         -21.05          15.78           17.2            255         6565.6            209
         1658.0         435.01         -21.06          11.74           17.2            255         6568.8            207
         1659.0         434.81         -21.04           9.35           17.2            255         6572.2            206
         1660.0         434.61         -21.04           6.89           17.2            255         6575.6            205
         1661.0         434.40         -21.04           6.84           17.3            255         6579.2            205
         1662.0         434.19         -21.05           7.54           17.3            255         6582.7            203
         1663.0         433.98         -21.08           6.79           17.3            255         6586.3            202
         1664.0         433.78         -21.09           6.73           17.3            255         6589.7            202
         1665.0         433.58         -21.09           6.32           17.3            255         6593.1            201
         1666.0         433.38         -21.12           5.93           17.3            255         6596.5            201
         1667.0         433.19         -21.12           6.24           17.3            255         6599.7            202
         1668.0         433.01         -21.13           5.06           17.3            255         6602.9            203
         1669.0         432.82         -21.14           4.08           17.3            255         6606.1            203
         1670.0         432.63         -21.16           5.59           17.2            255         6609.3            204
         1671.0         432.45         -21.17           4.79           17.2            255         6612.5            204
         1672.0         432.26         -21.18           4.47           17.2            255         6615.7            203
         1673.0         432.07         -21.18           5.06           17.2            256         6618.8            203
         1674.0         431.87         -21.20           6.58           17.1            256         6622.2            204
         1675.0         431.67         -21.22           8.01           17.1            256         6625.6            205
         1676.0         431.48         -21.24           9.31           17.1            256         6629.0            206
         1677.0         431.27         -21.27           9.17           17.0            256         6632.6            208
         1678.0         431.06         -21.30           9.71           17.0            256         6636.2            209
         1679.0         430.85         -21.32          10.97           17.0            256         6639.8            210
         1680.0         430.64         -21.35          11.87           16.9            256         6643.4            211
         1681.0         430.43         -21.37          13.29           16.9            256         6647.0            212
         1682.0         430.23         -21.39          13.21           16.9            256         6650.4            212
         1683.0         430.02         -21.42          13.37           16.8            255         6654.0            214
         1684.0         429.81         -21.44          13.76           16.8            255         6657.5            214
         1685.0         429.59         -21.46          14.66           16.8            255         6661.3            215
         1686.0         429.38         -21.49          14.93           16.7            255         6664.9            216
         1687.0         429.16         -21.51          15.91           16.7            255         6668.7            217
         1688.0         428.95         -21.53          18.32           16.7            255         6672.3            217
         1689.0         428.74         -21.56          22.50           16.7            255         6675.9            216
         1690.0         428.54         -21.57          28.96           16.7            255         6679.3            215
         1691.0         428.33         -21.62          35.48           16.6            255         6682.9            215
         1692.0         428.14         -21.65          40.23           16.6            255         6686.3            215
         1693.0         427.93         -21.68          38.87           16.6            255         6689.9            214
         1694.0         427.72         -21.72          39.03           16.6            255         6693.4            214
         1695.0         427.50         -21.75          38.69           16.6            255         6697.2            213
         1696.0         427.29         -21.78          38.77           16.5            255         6700.8            212
         1697.0         427.07         -21.82          38.56           16.5            255         6704.6            211
         1698.0         426.86         -21.84          37.84           16.5            255         6708.2            211
         1699.0         426.67         -21.88          37.49           16.5            255         6711.6            211
         1700.0         426.47         -21.91          37.83           16.5            255         6715.0            211
         1701.0         426.27         -21.93          36.73           16.5            255         6718.4            211
         1702.0         426.08         -21.96          36.02           16.5            255         6721.8            211
         1703.0         425.88         -21.99          36.22           16.5            255         6725.2            209
         1704.0         425.67         -22.02          36.16           16.5            255         6728.8            208
         1705.0         425.48         -22.06          35.86           16.5            255         6732.1            208
         1706.0         425.28         -22.09          36.49           16.4            255         6735.5            206
         1707.0         425.08         -22.12          35.65           16.4            255         6738.9            205
         1708.0         424.88         -22.15          35.50           16.4            255         6742.5            204
         1709.0         424.68         -22.18          35.28           16.4            255         6745.9            204
         1710.0         424.48         -22.21          34.83           16.5            255         6749.3            203
         1711.0         424.28         -22.23          35.07           16.5            255         6752.9            203
         1712.0         424.08         -22.28          35.32           16.5            255         6756.3            203
         1713.0         423.90         -22.31          34.36           16.5            255         6759.5            203
         1714.0         423.71         -22.34          34.07           16.5            255         6762.7            203
         1715.0         423.51         -22.36          34.71           16.5            255         6766.2            203
         1716.0         423.32         -22.40          34.15           16.5            255         6769.4            203
         1717.0         423.13         -22.43          33.08           16.5            255         6772.8            203
         1718.0         422.94         -22.46          32.68           16.5            255         6776.0            203
         1719.0         422.75         -22.48          31.99           16.6            255         6779.4            203
         1720.0         422.56         -22.51          31.25           16.6            255         6782.6            203
         1721.0         422.37         -22.54          31.52           16.6            255         6786.0            203
         1722.0         422.18         -22.57          31.80           16.6            255         6789.2            204
         1723.0         421.98         -22.59          31.84           16.6            255         6792.8            205
         1724.0         421.78         -22.62          30.10           16.6            255         6796.2            206
         1725.0         421.59         -22.65          28.79           16.6            255         6799.6            205
         1726.0         421.39         -22.66          27.14           16.6            255         6802.9            205
         1727.0         421.19         -22.67          26.17           16.6            255         6806.5            205
         1728.0         420.99         -22.68          26.46           16.6            255         6809.9            205
         1729.0         420.79         -22.70          27.04           16.6            255         6813.5            205
         1730.0         420.59         -22.73          26.64           16.6            255         6816.9            205
         1731.0         420.39         -22.77          27.51           16.6            255         6820.5            206
         1732.0         420.18         -22.79          27.15           16.6            255         6824.1            206
         1733.0         419.97         -22.81          26.74           16.6            255         6827.7            206
         1734.0         419.78         -22.83          26.34           16.6            255         6831.1            207
         1735.0         419.59         -22.84          25.94           16.6            255         6834.5            208
         1736.0         419.40         -22.84          26.56           16.7            255         6837.7            209
         1737.0         419.22         -22.86          25.65           16.7            255         6840.8            209
         1738.0         419.04         -22.88          24.18           16.7            255         6844.0            210
         1739.0         418.84         -22.89          22.16           16.7            255         6847.4            209
         1740.0         418.65         -22.90          21.08           16.7            255         6850.8            209
         1741.0         418.44         -22.92          21.02           16.7            255         6854.4            209
         1742.0         418.25         -22.94          21.25           16.7            255         6857.8            208
         1743.0         418.05         -22.97          21.74           16.8            255         6861.4            208
         1744.0         417.84         -22.99          21.25           16.8            255         6865.0            209
         1745.0         417.63         -23.01          21.78           16.8            255         6868.8            209
         1746.0         417.42         -23.04          20.50           16.8            255         6872.4            211
         1747.0         417.20         -23.06          17.88           16.8            255         6876.1            212
         1748.0         417.00         -23.08          13.84           16.8            254         6879.7            213
         1749.0         416.81         -23.09           9.88           16.9            254         6883.1            214
         1750.0         416.61         -23.09           8.16           16.9            254         6886.5            215
         1751.0         416.42         -23.11           9.04           16.9            254         6889.9            216
         1752.0         416.23         -23.13          10.79           16.9            254         6893.3            217
         1753.0         416.02         -23.15          12.38           16.9            254         6896.9            217
         1754.0         415.82         -23.18          11.93           17.0            254         6900.5            216
         1755.0         415.62         -23.20          13.36           17.0            254         6904.1            215
         1756.0         415.41         -23.22          14.59           17.0            254         6907.7            214
         1757.0         415.21         -23.24          15.09           17.0            253         6911.3            213
         1758.0         415.00         -23.25          17.48           17.0            253         6914.8            213
         1759.0         414.79         -23.26          18.10           17.1            253         6918.6            214
         1760.0         414.57         -23.28          17.70           17.1            253         6922.4            214
         1761.0         414.36         -23.31          18.36           17.1            253         6926.2            215
         1762.0         414.16         -23.33          17.17           17.1            253         6929.8            216
         1763.0         413.95         -23.34          15.39           17.2            252         6933.4            216
         1764.0         413.76         -23.35          13.28           17.2            252         6936.8            216
         1765.0         413.57         -23.37          11.91           17.2            252         6940.2            216
         1766.0         413.38         -23.37          12.92           17.2            252         6943.6            216
         1767.0         413.19         -23.38          13.17           17.3            252         6947.0            216
         1768.0         412.98         -23.39          12.35           17.3            251         6950.5            216
         1769.0         412.78         -23.41          12.89           17.3            251         6954.1            216
         1770.0         412.58         -23.43          14.00           17.3            251         6957.7            215
         1771.0         412.38         -23.46          14.62           17.3            251         6961.3            215
         1772.0         412.16         -23.49          15.56           17.4            251         6965.1            214
         1773.0         411.96         -23.52          17.08           17.4            250         6968.7            213
         1774.0         411.76         -23.56          17.87           17.4            250         6972.3            212
         1775.0         411.55         -23.59          17.30           17.4            250         6975.9            212
         1776.0         411.35         -23.62          17.80           17.4            250         6979.5            211
         1777.0         411.15         -23.63          17.21           17.4            250         6983.1            211
         1778.0         410.95         -23.64          16.59           17.4            250         6986.6            211
         1779.0         410.74         -23.65          17.33           17.4            249         6990.4            210
         1780.0         410.53         -23.66          18.65           17.4            249         6994.0            209
         1781.0         410.33         -23.66          19.44           17.4            249         6997.6            209
         1782.0         410.14         -23.65          21.09           17.4            249         7001.0            208
         1783.0         409.96         -23.63          23.64           17.5            249         7004.2            208
         1784.0         409.78         -23.63          25.71           17.5            249         7007.4            207
         1785.0         409.60         -23.64          26.81           17.5            248         7010.6            207
         1786.0         409.43         -23.65          26.85           17.5            248         7013.8            208
         1787.0         409.24         -23.66          26.86           17.5            248         7017.2            208
         1788.0         409.05         -23.67          26.86           17.5            248         7020.5            208
         1789.0         408.86         -23.67          28.23           17.5            248         7023.9            208
         1790.0         408.67         -23.68          28.27           17.5            248         7027.3            208
         1791.0         408.48         -23.71          28.32           17.5            248         7030.7            208
         1792.0         408.29         -23.73          28.37           17.5            248         7034.1            207
